# r[nm],ssd(r)[nm]
-1.5180625,-1.5180625
-1.5130625,-1.5130625
-1.5080625,-1.5080625
-1.5030625,-1.5030625
-1.4980625,-1.4980625
-1.4930625,-1.4930625
-1.4880625,-1.4880625
-1.4830625,-1.4830625
-1.4780625,-1.4780625
-1.4730625,-1.4730625
-1.4680625,-1.4680625
-1.4630625,-1.4630625
-1.4580625,-1.4580625
-1.4530625,-1.4530625
-1.4480625,-1.4480625
-1.4430625,-1.4430625
-1.4380625,-1.4380625
-1.4330625,-1.4330625
-1.4280625,-1.4280625
-1.4230625,-1.4230625
-1.4180625,-1.4180625
-1.4130625,-1.4130625
-1.4080625,-1.4080625
-1.4030625,-1.4030625
-1.3980625,-1.3980625
-1.3930625,-1.3930625
-1.3880625,-1.3880625
-1.3830625,-1.3830625
-1.3780625,-1.3780625
-1.3730625,-1.3730625
-1.3680625,-1.3680625
-1.3630625,-1.3630625
-1.3580625,-1.3580625
-1.3530625,-1.3530625
-1.3480625,-1.3480625
-1.3430625,-1.3430625
-1.3380625,-1.3380625
-1.3330625,-1.3330625
-1.3280625,-1.3280625
-1.3230625,-1.3230625
-1.3180625,-1.3180625
-1.3130625,-1.3130625
-1.3080625,-1.3080625
-1.3030625,-1.3030625
-1.2980625,-1.2980625
-1.2930625,-1.2930625
-1.2880625,-1.2880625
-1.2830625,-1.2830625
-1.2780625,-1.2780625
-1.2730625,-1.2730625
-1.2680625,-1.2680625
-1.2630625,-1.2630625
-1.2580625,-1.2580625
-1.2530625,-1.2530625
-1.2480625,-1.2480625
-1.2430625,-1.2430625
-1.2380625,-1.2380625
-1.2330625,-1.2330625
-1.2280625,-1.2280625
-1.2230625,-1.2230625
-1.2180625,-1.2180625
-1.2130625,-1.2130625
-1.2080625,-1.2080625
-1.2030625,-1.2030625
-1.1980625,-1.1980625
-1.1930625,-1.1930625
-1.1880625,-1.1880625
-1.1830625,-1.1830625
-1.1780625,-1.1780625
-1.1730625,-1.1730625
-1.1680625,-1.1680625
-1.1630625,-1.1630625
-1.1580625,-1.1580625
-1.1530625,-1.1530625
-1.1480625,-1.1480625
-1.1430625,-1.1430625
-1.1380625,-1.1380625
-1.1330625,-1.1330625
-1.1280625,-1.1280625
-1.1230625,-1.1230625
-1.1180625,-1.1180625
-1.1130625,-1.1130625
-1.1080625,-1.1080625
-1.1030625,-1.1030625
-1.0980625,-1.0980625
-1.0930625,-1.0930625
-1.0880625,-1.0880625
-1.0830625,-1.0830625
-1.0780625,-1.0780625
-1.0730625,-1.0730625
-1.0680625,-1.0680625
-1.0630625,-1.0630625
-1.0580625,-1.0580625
-1.0530625,-1.0530625
-1.0480625,-1.0480625
-1.0430625,-1.0430625
-1.0380625,-1.0380625
-1.0330625,-1.0330625
-1.0280625,-1.0280625
-1.0230625,-1.0230625
-1.0180625,-1.0180625
-1.0130625,-1.0130625
-1.0080625,-1.0080625
-1.0030625,-1.0030625
-0.9980625,-0.9980625
-0.9930625,-0.9930625
-0.9880625,-0.9880625
-0.9830625,-0.9830625
-0.9780625,-0.9780625
-0.9730625,-0.9730625
-0.9680625,-0.9680625
-0.9630625,-0.9630625
-0.9580625,-0.9580625
-0.9530625,-0.9530625
-0.9480625,-0.9480625
-0.9430625,-0.9430625
-0.9380625,-0.9380625
-0.9330625,-0.9330625
-0.9280625,-0.9280625
-0.9230625,-0.9230625
-0.9180625,-0.9180625
-0.9130625,-0.9130625
-0.9080625,-0.9080625
-0.9030625,-0.9030625
-0.8980625,-0.8980625
-0.8930625,-0.8930625
-0.8880625,-0.8880625
-0.8830625,-0.8830625
-0.8780625,-0.8780625
-0.8730625,-0.8730625
-0.8680625,-0.8680625
-0.8630625,-0.8630625
-0.8580625,-0.8580625
-0.8530625,-0.8530625
-0.8480625,-0.8480625
-0.8430625,-0.8430625
-0.8380625,-0.8380625
-0.8330625,-0.8330625
-0.8280625,-0.8280625
-0.8230625,-0.8230625
-0.8180625,-0.8180625
-0.8130625,-0.8130625
-0.8080625,-0.8080625
-0.8030625,-0.8030625
-0.7980625,-0.7980625
-0.7930625,-0.7930625
-0.7880625,-0.7880625
-0.7830625,-0.7830625
-0.7780625,-0.7780625
-0.7730625,-0.7730625
-0.7680625,-0.7680625
-0.7630625,-0.7630625
-0.7580625,-0.7580625
-0.7530625,-0.7530625
-0.7480625,-0.7480625
-0.7430625,-0.7430625
-0.7380625,-0.7380625
-0.7330625,-0.7330625
-0.7280625,-0.7280625
-0.7230625,-0.7230625
-0.7180625,-0.7180625
-0.7130625,-0.7130625
-0.7080625,-0.7080625
-0.7030625,-0.7030625
-0.6980625,-0.6980625
-0.6930625,-0.6930625
-0.6880625,-0.6880625
-0.6830625,-0.6830625
-0.6780625,-0.6780625
-0.6730625,-0.6730625
-0.6680625,-0.6680625
-0.6630625,-0.6630625
-0.6580625,-0.6580625
-0.6530625,-0.6530625
-0.6480625,-0.6480625
-0.6430625,-0.6430625
-0.6380625,-0.6380625
-0.6330625,-0.6330625
-0.6280625,-0.6280625
-0.6230625,-0.6230625
-0.6180625,-0.6180625
-0.6130625,-0.6130625
-0.6080625,-0.6080625
-0.6030625,-0.6030625
-0.5980625,-0.5980625
-0.5930625,-0.5930625
-0.5880625,-0.5880625
-0.5830625,-0.5830625
-0.5780625,-0.5780625
-0.5730625,-0.5730625
-0.5680625,-0.5680625
-0.5630625,-0.5630625
-0.5580625,-0.5580625
-0.5530625,-0.5530625
-0.5480625,-0.5480625
-0.5430625,-0.5430625
-0.5380625,-0.5380625
-0.5330625,-0.5330625
-0.5280625,-0.5280625
-0.5230625,-0.5230625
-0.5180625,-0.5180625
-0.5130625,-0.5130625
-0.5080625,-0.5080625
-0.5030625,-0.5030625
-0.4980625,-0.4980625
-0.4930625,-0.4930625
-0.4880625,-0.4880625
-0.4830625,-0.4830625
-0.4780625,-0.4780625
-0.4730625,-0.4730625
-0.4680625,-0.4680625
-0.4630625,-0.4630625
-0.4580625,-0.4580625
-0.4530625,-0.4530625
-0.4480625,-0.4480625
-0.4430625,-0.4430625
-0.4380625,-0.4380625
-0.4330625,-0.4330625
-0.4280625,-0.4280625
-0.4230625,-0.4230625
-0.4180625,-0.4180625
-0.4130625,-0.4130625
-0.4080625,-0.4080625
-0.4030625,-0.4030625
-0.3980625,-0.3980625
-0.3930625,-0.3930625
-0.3880625,-0.3880625
-0.3830625,-0.3830625
-0.3780625,-0.3780625
-0.3730625,-0.3730625
-0.3680625,-0.3680625
-0.3630625,-0.3630625
-0.3580625,-0.3580625
-0.3530625,-0.3530625
-0.3480625,-0.3480625
-0.3430625,-0.3430625
-0.3380625,-0.3380625
-0.3330625,-0.3330625
-0.3280625,-0.3280625
-0.3230625,-0.3230625
-0.3180625,-0.3180625
-0.3130625,-0.3130625
-0.3080625,-0.3080625
-0.3030625,-0.3030625
-0.2980625,-0.2980625
-0.2930625,-0.2930625
-0.2880625,-0.2880625
-0.2830625,-0.2830625
-0.2780625,-0.2780625
-0.2730625,-0.2730625
-0.2680625,-0.2680625
-0.2630625,-0.2630625
-0.2580625,-0.2580625
-0.2530625,-0.2530625
-0.2480625,-0.2480625
-0.2430625,-0.2430625
-0.2380625,-0.2380625
-0.2330625,-0.2330625
-0.2280625,-0.2280625
-0.2230625,-0.2230625
-0.2180625,-0.2180625
-0.2130625,-0.2130625
-0.2080625,-0.2080625
-0.2030625,-0.2030625
-0.1980625,-0.1980625
-0.1930625,-0.1930625
-0.1880625,-0.1880625
-0.1830625,-0.1830625
-0.1780625,-0.1780625
-0.1730625,-0.1730625
-0.1680625,-0.1680625
-0.1630625,-0.1630625
-0.1580625,-0.1580625
-0.1530625,-0.1530625
-0.1480625,-0.1480625
-0.1430625,-0.1430625
-0.1380625,-0.1380625
-0.1330625,-0.1330625
-0.1280625,-0.1280625
-0.1230625,-0.1230625
-0.1180625,-0.1180625
-0.1130625,-0.1130625
-0.1080625,-0.1080625
-0.1030625,-0.1030625
-0.0980625,-0.0980625
-0.0930625,-0.0930625
-0.0880625,-0.0880625
-0.0830625,-0.0830625
-0.0780625,-0.0780625
-0.0730625,-0.0730625
-0.0680625,-0.0680625
-0.0630625,-0.0630625
-0.0580625,-0.0580625
-0.0530625,-0.0530625
-0.0480625,-0.0480625
-0.0430625,-0.0430625
-0.0380625,-0.0380625
-0.0330625,-0.0330625
-0.0280625,-0.0280625
-0.0230625,-0.0230625
-0.0180625,-0.0180625
-0.0130625,-0.0130625
-0.0080625,-0.0080625
-0.0030625,-0.0030625
0.0019375,0.0019375
0.0069375,0.0069375
0.0119375,0.0119375
0.0169375,0.0169375
0.0219375,0.0219375
0.0269375,0.0269375
0.0319375,0.0319375
0.0369375,0.0369375
0.0419375,0.0419375
0.0469375,0.0469375
0.0519375,0.0519375
0.0569375,0.0569375
0.0619375,0.0619375
0.0669375,0.0669375
0.0719375,0.0719375
0.0769375,0.0769375
0.0819375,0.0819375
0.0869375,0.0869375
0.0919375,0.0919375
