# r[nm],ssd(r)[nm]
0.7500000,0.7500000
0.7550000,0.7550000
0.7600000,0.7600000
0.7650000,0.7650000
0.7700000,0.7700000
0.7750000,0.7750000
0.7800000,0.7800000
0.7850000,0.7850000
0.7900000,0.7900000
0.7950000,0.7950000
0.8000000,0.8000000
0.8050000,0.8050000
0.8100000,0.8100000
0.8150000,0.8150000
0.8200000,0.8200000
0.8250000,0.8250000
0.8300000,0.8300000
0.8350000,0.8350000
0.8400000,0.8400000
0.8450000,0.8450000
0.8500000,0.8500000
0.8550000,0.8550000
0.8600000,0.8600000
0.8650000,0.8650000
0.8700000,0.8700000
0.8750000,0.8750000
0.8800000,0.8800000
0.8850000,0.8850000
0.8900000,0.8900000
0.8950000,0.8950000
0.9000000,0.9000000
0.9050000,0.9050000
0.9100000,0.9100000
0.9150000,0.9150000
0.9200000,0.9200000
0.9250000,0.9250000
0.9300000,0.9300000
0.9350000,0.9350000
0.9400000,0.9400000
0.9450000,0.9450000
0.9500000,0.9500000
0.9550000,0.9550000
0.9600000,0.9600000
0.9650000,0.9650000
0.9700000,0.9700000
0.9750000,0.9750000
0.9800000,0.9800000
0.9850000,0.9850000
0.9900000,0.9900000
0.9950000,0.9950000
1.0000000,1.0000000
1.0050000,1.0050000
1.0100000,1.0100000
1.0150000,1.0150000
1.0200000,1.0200000
1.0250000,1.0250000
1.0300000,1.0300000
1.0350000,1.0350000
1.0400000,1.0400000
1.0450000,1.0450000
1.0500000,1.0500000
1.0550000,1.0550000
1.0600000,1.0600000
1.0650000,1.0650000
1.0700000,1.0700000
1.0750000,1.0750000
1.0800000,1.0800000
1.0850000,1.0850000
1.0900000,1.0900000
1.0950000,1.0950000
1.1000000,1.1000000
1.1050000,1.1050000
1.1100000,1.1100000
1.1150000,1.1150000
1.1200000,1.1200000
1.1250000,1.1250000
1.1300000,1.1300000
1.1350000,1.1350000
1.1400000,1.1400000
1.1450000,1.1450000
1.1500000,1.1500000
1.1550000,1.1550000
1.1600000,1.1600000
1.1650000,1.1650000
1.1700000,1.1700000
1.1750000,1.1750000
1.1800000,1.1800000
1.1850000,1.1850000
1.1900000,1.1900000
1.1950000,1.1950000
1.2000000,1.2000000
1.2050000,1.2050000
1.2100000,1.2100000
1.2150000,1.2150000
1.2200000,1.2200000
1.2250000,1.2250000
1.2300000,1.2300000
1.2350000,1.2350000
1.2400000,1.2400000
1.2450000,1.2450000
1.2500000,1.2500000
1.2550000,1.2550000
1.2600000,1.2600000
1.2650000,1.2650000
1.2700000,1.2700000
1.2750000,1.2750000
1.2800000,1.2800000
1.2850000,1.2850000
1.2900000,1.2900000
1.2950000,1.2950000
1.3000000,1.3000000
1.3050000,1.3050000
1.3100000,1.3100000
1.3150000,1.3150000
1.3200000,1.3200000
1.3250000,1.3250000
1.3300000,1.3300000
1.3350000,1.3350000
1.3400000,1.3400000
1.3450000,1.3450000
1.3500000,1.3500000
1.3550000,1.3550000
1.3600000,1.3600000
1.3650000,1.3650000
1.3700000,1.3700000
1.3750000,1.3750000
1.3800000,1.3800000
1.3850000,1.3850000
1.3900000,1.3900000
1.3950000,1.3950000
1.4000000,1.4000000
1.4050000,1.4050000
1.4100000,1.4100000
1.4150000,1.4150000
1.4200000,1.4200000
1.4250000,1.4250000
1.4300000,1.4300000
1.4350000,1.4350000
1.4400000,1.4400000
1.4450000,1.4450000
1.4500000,1.4500000
1.4550000,1.4550000
1.4600000,1.4600000
1.4650000,1.4650000
1.4700000,1.4700000
1.4750000,1.4750000
1.4800000,1.4800000
1.4850000,1.4850000
1.4900000,1.4900000
1.4950000,1.4950000
1.5000000,1.5000000
1.5050000,1.5050000
1.5100000,1.5100000
1.5150000,1.5150000
1.5200000,1.5200000
1.5250000,1.5250000
1.5300000,1.5300000
1.5350000,1.5350000
1.5400000,1.5400000
1.5450000,1.5450000
1.5500000,1.5500000
1.5550000,1.5550000
1.5600000,1.5600000
1.5650000,1.5650000
1.5700000,1.5700000
1.5750000,1.5750000
1.5800000,1.5800000
1.5850000,1.5850000
1.5900000,1.5900000
1.5950000,1.5950000
1.6000000,1.6000000
1.6050000,1.6050000
1.6100000,1.6100000
1.6150000,1.6150000
1.6200000,1.6200000
1.6250000,1.6250000
1.6300000,1.6300000
1.6350000,1.6350000
1.6400000,1.6400000
1.6450000,1.6450000
1.6500000,1.6500000
1.6550000,1.6550000
1.6600000,1.6600000
1.6650000,1.6650000
1.6700000,1.6700000
