# r[nm],ssd(r)[nm]
0.0000000,0.0000000
0.0050000,0.0050000
0.0100000,0.0100000
0.0150000,0.0150000
0.0200000,0.0200000
0.0250000,0.0250000
0.0300000,0.0300000
0.0350000,0.0350000
0.0400000,0.0400000
0.0450000,0.0450000
0.0500000,0.0500000
0.0550000,0.0550000
0.0600000,0.0600000
0.0650000,0.0650000
0.0700000,0.0700000
0.0750000,0.0750000
0.0800000,0.0800000
0.0850000,0.0850000
0.0900000,0.0900000
0.0950000,0.0950000
0.1000000,0.1000000
0.1050000,0.1050000
0.1100000,0.1100000
0.1150000,0.1150000
0.1200000,0.1200000
0.1250000,0.1250000
0.1300000,0.1300000
0.1350000,0.1350000
0.1400000,0.1400000
0.1450000,0.1450000
0.1500000,0.1500000
0.1550000,0.1550000
0.1600000,0.1600000
0.1650000,0.1650000
0.1700000,0.1700000
0.1750000,0.1750000
0.1800000,0.1800000
0.1850000,0.1850000
0.1900000,0.1900000
0.1950000,0.1950000
0.2000000,0.2000000
0.2050000,0.2050000
0.2100000,0.2100000
0.2150000,0.2150000
0.2200000,0.2200000
0.2250000,0.2250000
0.2300000,0.2300000
0.2350000,0.2350000
0.2400000,0.2400000
0.2450000,0.2450000
0.2500000,0.2500000
0.2550000,0.2550000
0.2600000,0.2600000
0.2650000,0.2650000
0.2700000,0.2700000
0.2750000,0.2750000
0.2800000,0.2800000
0.2850000,0.2850000
0.2900000,0.2900000
0.2950000,0.2950000
0.3000000,0.3000000
0.3050000,0.3050000
0.3100000,0.3100000
0.3150000,0.3150000
0.3200000,0.3200000
0.3250000,0.3250000
0.3300000,0.3300000
0.3350000,0.3350000
0.3400000,0.3400000
0.3450000,0.3450000
0.3500000,0.3500000
0.3550000,0.3550000
0.3600000,0.3600000
0.3650000,0.3650000
0.3700000,0.3700000
0.3750000,0.3750000
0.3800000,0.3800000
0.3850000,0.3850000
0.3900000,0.3900000
0.3950000,0.3950000
0.4000000,0.4000000
0.4050000,0.4050000
0.4100000,0.4100000
0.4150000,0.4150000
0.4200000,0.4200000
0.4250000,0.4250000
0.4300000,0.4300000
0.4350000,0.4350000
0.4400000,0.4400000
0.4450000,0.4450000
0.4500000,0.4500000
0.4550000,0.4550000
0.4600000,0.4600000
0.4650000,0.4650000
0.4700000,0.4700000
0.4750000,0.4750000
0.4800000,0.4800000
0.4850000,0.4850000
0.4900000,0.4900000
0.4950000,0.4950000
0.5000000,0.5000000
0.5050000,0.5050000
0.5100000,0.5100000
0.5150000,0.5150000
0.5200000,0.5200000
0.5250000,0.5250000
0.5300000,0.5300000
0.5350000,0.5350000
0.5400000,0.5400000
0.5450000,0.5450000
0.5500000,0.5500000
0.5550000,0.5550000
0.5600000,0.5600000
0.5650000,0.5650000
0.5700000,0.5700000
0.5750000,0.5750000
0.5800000,0.5800000
0.5850000,0.5850000
0.5900000,0.5900000
0.5950000,0.5950000
0.6000000,0.6000000
0.6050000,0.6050000
0.6100000,0.6100000
0.6150000,0.6150000
0.6200000,0.6200000
0.6250000,0.6250000
0.6300000,0.6300000
0.6350000,0.6350000
0.6400000,0.6400000
0.6450000,0.6450000
0.6500000,0.6500000
0.6550000,0.6550000
0.6600000,0.6600000
0.6650000,0.6650000
0.6700000,0.6700000
0.6750000,0.6750000
0.6800000,0.6800000
0.6850000,0.6850000
0.6900000,0.6900000
0.6950000,0.6950000
0.7000000,0.7000000
0.7050000,0.7050000
0.7100000,0.7100000
0.7150000,0.7150000
0.7200000,0.7200000
0.7250000,0.7250000
0.7300000,0.7300000
0.7350000,0.7350000
0.7400000,0.7400000
0.7450000,0.7450000
0.7500000,0.7500000
0.7550000,0.7550000
0.7600000,0.7600000
0.7650000,0.7650000
0.7700000,0.7700000
0.7750000,0.7750000
0.7800000,0.7800000
0.7850000,0.7850000
0.7900000,0.7900000
0.7950000,0.7950000
0.8000000,0.8000000
0.8050000,0.8050000
0.8100000,0.8100000
0.8150000,0.8150000
0.8200000,0.8200000
0.8250000,0.8250000
0.8300000,0.8300000
0.8350000,0.8350000
0.8400000,0.8400000
0.8450000,0.8450000
0.8500000,0.8500000
0.8550000,0.8550000
0.8600000,0.8600000
0.8650000,0.8650000
0.8700000,0.8700000
0.8750000,0.8750000
0.8800000,0.8800000
0.8850000,0.8850000
0.8900000,0.8900000
0.8950000,0.8950000
0.9000000,0.9000000
0.9050000,0.9050000
0.9100000,0.9100000
0.9150000,0.9150000
0.9200000,0.9200000
0.9250000,0.9250000
0.9300000,0.9300000
0.9350000,0.9350000
0.9400000,0.9400000
0.9450000,0.9450000
0.9500000,0.9500000
0.9550000,0.9550000
0.9600000,0.9600000
0.9650000,0.9650000
0.9700000,0.9700000
0.9750000,0.9750000
0.9800000,0.9800000
0.9850000,0.9850000
0.9900000,0.9900000
0.9950000,0.9950000
1.0000000,1.0000000
1.0050000,1.0050000
1.0100000,1.0100000
1.0150000,1.0150000
1.0200000,1.0200000
1.0250000,1.0250000
1.0300000,1.0300000
1.0350000,1.0350000
1.0400000,1.0400000
1.0450000,1.0450000
1.0500000,1.0500000
1.0550000,1.0550000
1.0600000,1.0600000
1.0650000,1.0650000
1.0700000,1.0700000
1.0750000,1.0750000
1.0800000,1.0800000
1.0850000,1.0850000
1.0900000,1.0900000
1.0950000,1.0950000
1.1000000,1.1000000
1.1050000,1.1050000
1.1100000,1.1100000
1.1150000,1.1150000
1.1200000,1.1200000
1.1250000,1.1250000
1.1300000,1.1300000
1.1350000,1.1350000
1.1400000,1.1400000
1.1450000,1.1450000
1.1500000,1.1500000
1.1550000,1.1550000
1.1600000,1.1600000
1.1650000,1.1650000
1.1700000,1.1700000
1.1750000,1.1750000
1.1800000,1.1800000
1.1850000,1.1850000
1.1900000,1.1900000
1.1950000,1.1950000
1.2000000,1.2000000
1.2050000,1.2050000
1.2100000,1.2100000
1.2150000,1.2150000
1.2200000,1.2200000
1.2250000,1.2250000
1.2300000,1.2300000
1.2350000,1.2350000
1.2400000,1.2400000
1.2450000,1.2450000
1.2500000,1.2500000
1.2550000,1.2550000
1.2600000,1.2600000
1.2650000,1.2650000
1.2700000,1.2700000
1.2750000,1.2750000
1.2800000,1.2800000
1.2850000,1.2850000
1.2900000,1.2900000
1.2950000,1.2950000
1.3000000,1.3000000
1.3050000,1.3050000
1.3100000,1.3100000
1.3150000,1.3150000
1.3200000,1.3200000
1.3250000,1.3250000
1.3300000,1.3300000
1.3350000,1.3350000
1.3400000,1.3400000
1.3450000,1.3450000
1.3500000,1.3500000
1.3550000,1.3550000
1.3600000,1.3600000
1.3650000,1.3650000
1.3700000,1.3700000
1.3750000,1.3750000
1.3800000,1.3800000
1.3850000,1.3850000
1.3900000,1.3900000
1.3950000,1.3950000
1.4000000,1.4000000
1.4050000,1.4050000
1.4100000,1.4100000
1.4150000,1.4150000
1.4200000,1.4200000
1.4250000,1.4250000
1.4300000,1.4300000
1.4350000,1.4350000
1.4400000,1.4400000
1.4450000,1.4450000
1.4500000,1.4500000
1.4550000,1.4550000
1.4600000,1.4600000
1.4650000,1.4650000
1.4700000,1.4700000
1.4750000,1.4750000
1.4800000,1.4800000
1.4850000,1.4850000
1.4900000,1.4900000
1.4950000,1.4950000
1.5000000,1.5000000
1.5050000,1.5050000
1.5100000,1.5100000
1.5150000,1.5150000
1.5200000,1.5200000
1.5250000,1.5250000
1.5300000,1.5300000
1.5350000,1.5350000
1.5400000,1.5400000
1.5450000,1.5450000
1.5500000,1.5500000
1.5550000,1.5550000
1.5600000,1.5600000
1.5650000,1.5650000
1.5700000,1.5700000
1.5750000,1.5750000
1.5800000,1.5800000
1.5850000,1.5850000
1.5900000,1.5900000
1.5950000,1.5950000
1.6000000,1.6000000
1.6050000,1.6050000
1.6100000,1.6100000
1.6150000,1.6150000
1.6200000,1.6200000
1.6250000,1.6250000
1.6300000,1.6300000
1.6350000,1.6350000
1.6400000,1.6400000
1.6450000,1.6450000
1.6500000,1.6500000
1.6550000,1.6550000
1.6600000,1.6600000
1.6650000,1.6650000
1.6700000,1.6700000
1.6750000,1.6750000
1.6800000,1.6800000
1.6850000,1.6850000
1.6900000,1.6900000
1.6950000,1.6950000
1.7000000,1.7000000
1.7050000,1.7050000
1.7100000,1.7100000
1.7150000,1.7150000
1.7200000,1.7200000
1.7250000,1.7250000
1.7300000,1.7300000
1.7350000,1.7350000
1.7400000,1.7400000
1.7450000,1.7450000
1.7500000,1.7500000
1.7550000,1.7550000
1.7600000,1.7600000
1.7650000,1.7650000
1.7700000,1.7700000
1.7750000,1.7750000
1.7800000,1.7800000
1.7850000,1.7850000
1.7900000,1.7900000
1.7950000,1.7950000
1.8000000,1.8000000
1.8050000,1.8050000
1.8100000,1.8100000
1.8150000,1.8150000
1.8200000,1.8200000
1.8250000,1.8250000
1.8300000,1.8300000
1.8350000,1.8350000
1.8400000,1.8400000
1.8450000,1.8450000
1.8500000,1.8500000
1.8550000,1.8550000
1.8600000,1.8600000
1.8650000,1.8650000
1.8700000,1.8700000
1.8750000,1.8750000
1.8800000,1.8800000
1.8850000,1.8850000
1.8900000,1.8900000
1.8950000,1.8950000
1.9000000,1.9000000
1.9050000,1.9050000
1.9100000,1.9100000
1.9150000,1.9150000
1.9200000,1.9200000
1.9250000,1.9250000
1.9300000,1.9300000
1.9350000,1.9350000
1.9400000,1.9400000
1.9450000,1.9450000
1.9500000,1.9500000
1.9550000,1.9550000
1.9600000,1.9600000
1.9650000,1.9650000
1.9700000,1.9700000
1.9750000,1.9750000
1.9800000,1.9800000
1.9850000,1.9850000
1.9900000,1.9900000
1.9950000,1.9950000
