# r[nm],d[nm],daligned[nm],Umethane(d)[kj/mol],UMinmethane(d)[kj/mol]
0.0000000,0.0000000,0.0000000,18716820616571510784.0000000,18716820616571510784.0000000
0.0050000,0.0050000,0.0050000,80617839565165712.0000000,80617839565165712.0000000
0.0100000,0.0100000,0.0100000,1928671605851841.0000000,1928671605851841.0000000
0.0150000,0.0150000,0.0150000,112392693002061.7343750,112392693002061.7343750
0.0200000,0.0200000,0.0200000,11306773416244.8906250,11306773416244.8906250
0.0250000,0.0250000,0.0250000,1650196145952.8461914,1650196145952.8461914
0.0300000,0.0300000,0.0300000,313915476368.4214478,313915476368.4214478
0.0350000,0.0350000,0.0350000,73271686016.5469971,73271686016.5469971
0.0400000,0.0400000,0.0400000,19996172204.9238091,19996172204.9238091
0.0450000,0.0450000,0.0450000,6204410002.8043480,6204410002.8043480
0.0500000,0.0500000,0.0500000,2136810579.0231578,2136810579.0231578
0.0550000,0.0550000,0.0550000,806573926.6541173,806573926.6541173
0.0600000,0.0600000,0.0600000,333014165.0782433,333014165.0782433
0.0650000,0.0650000,0.0650000,147184144.2590332,147184144.2590332
0.0700000,0.0700000,0.0700000,70129099.8214735,70129099.8214735
0.0750000,0.0750000,0.0750000,35390464.4221173,35390464.4221173
0.0800000,0.0800000,0.0800000,18572745.7815586,18572745.7815586
0.0850000,0.0850000,0.0850000,10183020.1210443,10183020.1210443
0.0900000,0.0900000,0.0900000,5883850.8377306,5883850.8377306
0.0950000,0.0950000,0.0950000,3577338.5034439,3577338.5034439
0.1000000,0.1000000,0.1000000,2166709.6988851,2166709.6988851
0.1050000,0.1050000,0.1050000,1375100.8121614,1375100.8121614
0.1100000,0.1100000,0.1100000,913663.6222974,913663.6222974
0.1150000,0.1150000,0.1150000,604966.7900314,604966.7900314
0.1200000,0.1200000,0.1200000,410539.1169372,410539.1169372
0.1250000,0.1250000,0.1250000,280454.7896827,280454.7896827
0.1300000,0.1300000,0.1300000,191396.0235342,191396.0235342
0.1350000,0.1350000,0.1350000,133266.9469822,133266.9469822
0.1400000,0.1400000,0.1400000,91644.8093115,91644.8093115
0.1450000,0.1450000,0.1450000,63490.0225726,63490.0225726
0.1500000,0.1500000,0.1500000,44600.9110459,44600.9110459
0.1550000,0.1550000,0.1550000,31718.3203040,31718.3203040
0.1600000,0.1600000,0.1600000,22802.4168202,22802.4168202
0.1650000,0.1650000,0.1650000,16550.6146412,16550.6146412
0.1700000,0.1700000,0.1700000,12115.5133471,12115.5133471
0.1750000,0.1750000,0.1750000,8936.3401444,8936.3401444
0.1800000,0.1800000,0.1800000,6636.1674327,6636.1674327
