# r[nm],d[nm],daligned[nm],Ucarbring(d)[kj/mol]
0.0000000,0.0000000,0.0000000,19094314219566092288.0000000
0.0050000,0.0050000,0.0050000,204198018261256096.0000000
0.0100000,0.0100000,0.0100000,7635984534612653.0000000
0.0150000,0.0150000,0.0150000,580092185914221.2500000
0.0200000,0.0200000,0.0200000,69579844354156.5859375
0.0250000,0.0250000,0.0250000,11481886614000.3652344
0.0300000,0.0300000,0.0300000,2397793459100.7280273
0.0350000,0.0350000,0.0350000,600085945236.5903320
0.0400000,0.0400000,0.0400000,173348765369.4380188
0.0450000,0.0450000,0.0450000,56264090647.2427216
0.0500000,0.0500000,0.0500000,20112124022.9048386
0.0550000,0.0550000,0.0550000,7797839162.6208563
0.0600000,0.0600000,0.0600000,3240487751.4687710
0.0650000,0.0650000,0.0650000,1429733060.3990309
0.0700000,0.0700000,0.0700000,664637262.8563297
0.0750000,0.0750000,0.0750000,323500520.9194045
0.0800000,0.0800000,0.0800000,164007772.6977984
0.0850000,0.0850000,0.0850000,86229448.5380207
0.0900000,0.0900000,0.0900000,46842631.4839068
0.0950000,0.0950000,0.0950000,26208887.8297992
0.1000000,0.1000000,0.1000000,15062473.2830339
0.1050000,0.1050000,0.1050000,8870777.7650392
0.1100000,0.1100000,0.1100000,5342628.4139423
0.1150000,0.1150000,0.1150000,3284724.8328250
0.1200000,0.1200000,0.1200000,2058324.2932404
0.1250000,0.1250000,0.1250000,1312818.1089706
0.1300000,0.1300000,0.1300000,851241.1106175
0.1350000,0.1350000,0.1350000,560542.9369242
0.1400000,0.1400000,0.1400000,374532.7148494
0.1450000,0.1450000,0.1450000,253731.4167990
0.1500000,0.1500000,0.1500000,174181.8112171
0.1550000,0.1550000,0.1550000,121109.1051959
0.1600000,0.1600000,0.1600000,85262.4899222
0.1650000,0.1650000,0.1650000,60766.9281586
0.1700000,0.1700000,0.1700000,43841.0617376
0.1750000,0.1750000,0.1750000,32020.2469795
0.1800000,0.1800000,0.1800000,23678.8743928
0.1850000,0.1850000,0.1850000,17732.6705494
0.1900000,0.1900000,0.1900000,13450.7674563
0.1950000,0.1950000,0.1950000,10335.6110992
0.2000000,0.2000000,0.2000000,8045.3260215
0.2050000,0.2050000,0.2050000,6342.9683127
0.2100000,0.2100000,0.2100000,4975.5323831
0.2150000,0.2150000,0.2150000,3920.1935984
0.2200000,0.2200000,0.2200000,3118.2313432
0.2250000,0.2250000,0.2250000,2448.6789559
0.2300000,0.2300000,0.2300000,1922.7091660
0.2350000,0.2350000,0.2350000,1528.5022971
0.2400000,0.2400000,0.2400000,1211.7040552
0.2450000,0.2450000,0.2450000,963.6653188
0.2500000,0.2500000,0.2500000,768.4082374
0.2550000,0.2550000,0.2550000,613.9253279
0.2600000,0.2600000,0.2600000,491.1352602
0.2650000,0.2650000,0.2650000,393.1266449
0.2700000,0.2700000,0.2700000,314.6069445
0.2750000,0.2750000,0.2750000,251.4984656
0.2800000,0.2800000,0.2800000,200.6404839
0.2850000,0.2850000,0.2850000,159.5684100
0.2900000,0.2900000,0.2900000,126.3491788
0.2950000,0.2950000,0.2950000,99.4576729
0.3000000,0.3000000,0.3000000,77.6815989
0.3050000,0.3050000,0.3050000,60.0431034
0.3100000,0.3100000,0.3100000,45.7372624
0.3150000,0.3150000,0.3150000,34.1066318
0.3200000,0.3200000,0.3200000,24.6459167
0.3250000,0.3250000,0.3250000,16.9858644
0.3300000,0.3300000,0.3300000,10.8428911
0.3350000,0.3350000,0.3350000,5.9757188
0.3400000,0.3400000,0.3400000,2.1683623
0.3450000,0.3450000,0.3450000,-0.7729600
0.3500000,0.3500000,0.3500000,-3.0206031
0.3550000,0.3550000,0.3550000,-4.7257463
0.3600000,0.3600000,0.3600000,-6.0167020
0.3650000,0.3650000,0.3650000,-6.9966308
0.3700000,0.3700000,0.3700000,-7.7437812
0.3750000,0.3750000,0.3750000,-8.3146865
0.3800000,0.3800000,0.3800000,-8.7486923
0.3850000,0.3850000,0.3850000,-9.0730809
0.3900000,0.3900000,0.3900000,-9.3077193
0.3950000,0.3950000,0.3950000,-9.4674613
0.4000000,0.4000000,0.4000000,-9.5627599
0.4050000,0.4050000,0.4050000,-9.6011381
0.4100000,0.4100000,0.4100000,-9.5905093
0.4150000,0.4150000,0.4150000,-9.5418926
0.4200000,0.4200000,0.4200000,-9.4689778
0.4250000,0.4250000,0.4250000,-9.3852657
0.4300000,0.4300000,0.4300000,-9.3010641
0.4350000,0.4350000,0.4350000,-9.2213062
0.4400000,0.4400000,0.4400000,-9.1446163
0.4450000,0.4450000,0.4450000,-9.0646415
0.4500000,0.4500000,0.4500000,-8.9735265
0.4550000,0.4550000,0.4550000,-8.8653624
0.4600000,0.4600000,0.4600000,-8.7375487
0.4650000,0.4650000,0.4650000,-8.5900965
0.4700000,0.4700000,0.4700000,-8.4243953
0.4750000,0.4750000,0.4750000,-8.2426353
0.4800000,0.4800000,0.4800000,-8.0477667
0.4850000,0.4850000,0.4850000,-7.8432496
