# r[nm],d[nm],daligned[nm],Umethane(d)[kj/mol]
0.0000000,0.0000000,0.0000000,6530651352367371.0000000
0.0050000,0.0050000,0.0050000,398949780188692.8125000
0.0100000,0.0100000,0.0100000,41352814740406.6875000
0.0150000,0.0150000,0.0150000,6146339314316.4082031
0.0200000,0.0200000,0.0200000,1186537107236.0959473
0.0250000,0.0250000,0.0250000,279315123632.1718750
0.0300000,0.0300000,0.0300000,76825795066.2170258
0.0350000,0.0350000,0.0350000,23954245207.0282860
0.0400000,0.0400000,0.0400000,8280993917.6379375
0.0450000,0.0450000,0.0450000,3121340669.4235759
0.0500000,0.0500000,0.0500000,1266434801.3178885
0.0550000,0.0550000,0.0550000,547669739.9136702
0.0600000,0.0600000,0.0600000,250582600.8714828
0.0650000,0.0650000,0.0650000,120713839.2856688
0.0700000,0.0700000,0.0700000,61099923.0141585
0.0750000,0.0750000,0.0750000,32537041.0530111
0.0800000,0.0800000,0.0800000,17723247.3503509
0.0850000,0.0850000,0.0850000,9858245.9466191
0.0900000,0.0900000,0.0900000,5656730.7172852
0.0950000,0.0950000,0.0950000,3342974.0267289
0.1000000,0.1000000,0.1000000,2031927.9456129
0.1050000,0.1050000,0.1050000,1268639.3131894
0.1100000,0.1100000,0.1100000,812539.9377803
0.1150000,0.1150000,0.1150000,533063.3157241
0.1200000,0.1200000,0.1200000,349557.0430626
0.1250000,0.1250000,0.1250000,228710.2047977
0.1300000,0.1300000,0.1300000,152049.8923019
0.1350000,0.1350000,0.1350000,102634.6147889
0.1400000,0.1400000,0.1400000,70300.2775216
0.1450000,0.1450000,0.1450000,48843.2463302
0.1500000,0.1500000,0.1500000,34415.4636927
0.1550000,0.1550000,0.1550000,24593.3571993
0.1600000,0.1600000,0.1600000,17828.3630394
0.1650000,0.1650000,0.1650000,13117.4038132
0.1700000,0.1700000,0.1700000,9802.2533692
0.1750000,0.1750000,0.1750000,7445.6131003
0.1800000,0.1800000,0.1800000,5753.5250639
0.1850000,0.1850000,0.1850000,4526.1691962
0.1900000,0.1900000,0.1900000,3493.1028993
0.1950000,0.1950000,0.1950000,2684.1867982
0.2000000,0.2000000,0.2000000,2087.7213579
0.2050000,0.2050000,0.2050000,1655.4659492
0.2100000,0.2100000,0.2100000,1320.5208685
0.2150000,0.2150000,0.2150000,1065.1817183
0.2200000,0.2200000,0.2200000,868.1590448
0.2250000,0.2250000,0.2250000,714.2268258
0.2300000,0.2300000,0.2300000,592.4323145
0.2350000,0.2350000,0.2350000,488.0117847
0.2400000,0.2400000,0.2400000,391.6576067
0.2450000,0.2450000,0.2450000,316.0945203
0.2500000,0.2500000,0.2500000,256.1327989
0.2550000,0.2550000,0.2550000,204.5913192
0.2600000,0.2600000,0.2600000,161.3371842
0.2650000,0.2650000,0.2650000,127.3359538
0.2700000,0.2700000,0.2700000,100.7070371
0.2750000,0.2750000,0.2750000,79.7962695
