# r[nm],d[nm],daligned[nm],Ucline(d)[kj/mol]
0.0000000,0.0000000,0.0000000,72108590791061929984.0000000
0.0050000,0.0050000,0.0050000,390716838148484352.0000000
0.0100000,0.0100000,0.0100000,10355720525860184.0000000
0.0150000,0.0150000,0.0150000,639128514881463.3750000
0.0200000,0.0200000,0.0200000,66714538144095.9062500
0.0250000,0.0250000,0.0250000,9966542784753.5859375
0.0300000,0.0300000,0.0300000,1931474625472.0996094
0.0350000,0.0350000,0.0350000,456062248134.0834351
0.0400000,0.0400000,0.0400000,125753391980.4943237
0.0450000,0.0450000,0.0450000,39296265378.0277252
0.0500000,0.0500000,0.0500000,13616171302.2469807
0.0550000,0.0550000,0.0550000,5149087872.0980625
0.0600000,0.0600000,0.0600000,2101819001.0290837
0.0650000,0.0650000,0.0650000,920372536.7274206
0.0700000,0.0700000,0.0700000,432014129.5121955
0.0750000,0.0750000,0.0750000,214643656.4155038
0.0800000,0.0800000,0.0800000,111283479.3176190
0.0850000,0.0850000,0.0850000,60470041.8823217
0.0900000,0.0900000,0.0900000,34946739.3320268
0.0950000,0.0950000,0.0950000,20824630.2871121
0.1000000,0.1000000,0.1000000,12615303.7648068
0.1050000,0.1050000,0.1050000,7975375.7105266
0.1100000,0.1100000,0.1100000,4938808.2959808
0.1150000,0.1150000,0.1150000,3120911.2016836
0.1200000,0.1200000,0.1200000,2003915.5668029
0.1250000,0.1250000,0.1250000,1325701.0633384
0.1300000,0.1300000,0.1300000,903740.8525054
0.1350000,0.1350000,0.1350000,597143.9969819
0.1400000,0.1400000,0.1400000,396251.8876607
0.1450000,0.1450000,0.1450000,267639.0840742
0.1500000,0.1500000,0.1500000,183843.4515961
0.1550000,0.1550000,0.1550000,128325.7689943
0.1600000,0.1600000,0.1600000,90948.1210874
0.1650000,0.1650000,0.1650000,65392.1272584
0.1700000,0.1700000,0.1700000,47657.4194621
0.1750000,0.1750000,0.1750000,35173.0929405
0.1800000,0.1800000,0.1800000,26263.1996896
0.1850000,0.1850000,0.1850000,19502.7913181
0.1900000,0.1900000,0.1900000,14363.6946327
0.1950000,0.1950000,0.1950000,10658.4215433
0.2000000,0.2000000,0.2000000,7963.0998827
0.2050000,0.2050000,0.2050000,5986.1735898
0.2100000,0.2100000,0.2100000,4524.9873315
0.2150000,0.2150000,0.2150000,3437.2754477
0.2200000,0.2200000,0.2200000,2622.2249407
0.2250000,0.2250000,0.2250000,2007.7605425
0.2300000,0.2300000,0.2300000,1553.8913539
0.2350000,0.2350000,0.2350000,1198.9104224
0.2400000,0.2400000,0.2400000,927.1428607
0.2450000,0.2450000,0.2450000,718.2028861
0.2500000,0.2500000,0.2500000,556.9585897
0.2550000,0.2550000,0.2550000,432.1070689
0.2600000,0.2600000,0.2600000,335.1553346
0.2650000,0.2650000,0.2650000,259.6858149
0.2700000,0.2700000,0.2700000,200.8225875
0.2750000,0.2750000,0.2750000,154.8401859
0.2800000,0.2800000,0.2800000,118.8759900
0.2850000,0.2850000,0.2850000,90.7202376
0.2900000,0.2900000,0.2900000,68.6631403
0.2950000,0.2950000,0.2950000,51.3802911
0.3000000,0.3000000,0.3000000,37.8423644
0.3050000,0.3050000,0.3050000,27.2436210
0.3100000,0.3100000,0.3100000,18.9493203
0.3150000,0.3150000,0.3150000,12.4605001
0.3200000,0.3200000,0.3200000,7.3892685
0.3250000,0.3250000,0.3250000,3.4363092
0.3300000,0.3300000,0.3300000,0.3683768
0.3350000,0.3350000,0.3350000,-1.9996895
0.3400000,0.3400000,0.3400000,-3.8153467
0.3450000,0.3450000,0.3450000,-5.1942985
0.3500000,0.3500000,0.3500000,-6.2268419
0.3550000,0.3550000,0.3550000,-6.9854992
0.3600000,0.3600000,0.3600000,-7.5313923
0.3650000,0.3650000,0.3650000,-7.9169456
0.3700000,0.3700000,0.3700000,-8.1849298
0.3750000,0.3750000,0.3750000,-8.3667873
0.3800000,0.3800000,0.3800000,-8.4837802
0.3850000,0.3850000,0.3850000,-8.5509673
0.3900000,0.3900000,0.3900000,-8.5805309
0.3950000,0.3950000,0.3950000,-8.5821646
0.4000000,0.4000000,0.4000000,-8.5617554
0.4050000,0.4050000,0.4050000,-8.5209093
0.4100000,0.4100000,0.4100000,-8.4583803
0.4150000,0.4150000,0.4150000,-8.3725649
0.4200000,0.4200000,0.4200000,-8.2636060
0.4250000,0.4250000,0.4250000,-8.1340143
0.4300000,0.4300000,0.4300000,-7.9876956
0.4350000,0.4350000,0.4350000,-7.8284905
0.4400000,0.4400000,0.4400000,-7.6595820
0.4450000,0.4450000,0.4450000,-7.4839082
0.4500000,0.4500000,0.4500000,-7.3045450
0.4550000,0.4550000,0.4550000,-7.1243105
0.4600000,0.4600000,0.4600000,-6.9450037
0.4650000,0.4650000,0.4650000,-6.7674961
0.4700000,0.4700000,0.4700000,-6.5934280
0.4750000,0.4750000,0.4750000,-6.4270280
0.4800000,0.4800000,0.4800000,-6.2741281
0.4850000,0.4850000,0.4850000,-6.1379933
0.4900000,0.4900000,0.4900000,-6.0156173
0.4950000,0.4950000,0.4950000,-5.8981311
0.5000000,0.5000000,0.5000000,-5.7747857
0.5050000,0.5050000,0.5050000,-5.6370946
0.5100000,0.5100000,0.5100000,-5.4807997
0.5150000,0.5150000,0.5150000,-5.3056832
0.5200000,0.5200000,0.5200000,-5.1143317
0.5250000,0.5250000,0.5250000,-4.9107823
0.5300000,0.5300000,0.5300000,-4.6994801
0.5350000,0.5350000,0.5350000,-4.4846255
0.5400000,0.5400000,0.5400000,-4.2698387
0.5450000,0.5450000,0.5450000,-4.0580394
0.5500000,0.5500000,0.5500000,-3.8514541
0.5550000,0.5550000,0.5550000,-3.6516884
0.5600000,0.5600000,0.5600000,-3.4598251
0.5650000,0.5650000,0.5650000,-3.2765270
0.5700000,0.5700000,0.5700000,-3.1021301
0.5750000,0.5750000,0.5750000,-2.9367248
0.5800000,0.5800000,0.5800000,-2.7802217
0.5850000,0.5850000,0.5850000,-2.6324051
0.5900000,0.5900000,0.5900000,-2.4929732
0.5950000,0.5950000,0.5950000,-2.3615700
0.6000000,0.6000000,0.6000000,-2.2378076
0.6050000,0.6050000,0.6050000,-2.1212837
0.6100000,0.6100000,0.6100000,-2.0115937
0.6150000,0.6150000,0.6150000,-1.9083387
0.6200000,0.6200000,0.6200000,-1.8111319
0.6250000,0.6250000,0.6250000,-1.7196016
0.6300000,0.6300000,0.6300000,-1.6333939
0.6350000,0.6350000,0.6350000,-1.5521739
0.6400000,0.6400000,0.6400000,-1.4756256
0.6450000,0.6450000,0.6450000,-1.4034525
0.6500000,0.6500000,0.6500000,-1.3353766
0.6550000,0.6550000,0.6550000,-1.2711379
0.6600000,0.6600000,0.6600000,-1.2104935
0.6650000,0.6650000,0.6650000,-1.1532169
0.6700000,0.6700000,0.6700000,-1.0990967
0.6750000,0.6750000,0.6750000,-1.0479360
0.6800000,0.6800000,0.6800000,-0.9995510
0.6850000,0.6850000,0.6850000,-0.9537706
0.6900000,0.6900000,0.6900000,-0.9104354
0.6950000,0.6950000,0.6950000,-0.8693966
0.7000000,0.7000000,0.7000000,-0.8305155
0.7050000,0.7050000,0.7050000,-0.7936627
0.7100000,0.7100000,0.7100000,-0.7587175
0.7150000,0.7150000,0.7150000,-0.7255673
0.7200000,0.7200000,0.7200000,-0.6941067
0.7250000,0.7250000,0.7250000,-0.6642375
0.7300000,0.7300000,0.7300000,-0.6358676
0.7350000,0.7350000,0.7350000,-0.6089112
0.7400000,0.7400000,0.7400000,-0.5832878
0.7450000,0.7450000,0.7450000,-0.5589221
0.7500000,0.7500000,0.7500000,-0.5357436
0.7550000,0.7550000,0.7550000,-0.5136861
0.7600000,0.7600000,0.7600000,-0.4926879
0.7650000,0.7650000,0.7650000,-0.4726907
0.7700000,0.7700000,0.7700000,-0.4536400
0.7750000,0.7750000,0.7750000,-0.4354847
0.7800000,0.7800000,0.7800000,-0.4181767
0.7850000,0.7850000,0.7850000,-0.4016709
0.7900000,0.7900000,0.7900000,-0.3859247
0.7950000,0.7950000,0.7950000,-0.3708983
0.8000000,0.8000000,0.8000000,-0.3565541
0.8050000,0.8050000,0.8050000,-0.3428566
0.8100000,0.8100000,0.8100000,-0.3297727
0.8150000,0.8150000,0.8150000,-0.3172709
0.8200000,0.8200000,0.8200000,-0.3053216
0.8250000,0.8250000,0.8250000,-0.2938970
0.8300000,0.8300000,0.8300000,-0.2829708
0.8350000,0.8350000,0.8350000,-0.2725181
0.8400000,0.8400000,0.8400000,-0.2625155
0.8450000,0.8450000,0.8450000,-0.2529409
0.8500000,0.8500000,0.8500000,-0.2437734
0.8550000,0.8550000,0.8550000,-0.2349932
0.8600000,0.8600000,0.8600000,-0.2265816
0.8650000,0.8650000,0.8650000,-0.2185210
0.8700000,0.8700000,0.8700000,-0.2107946
0.8750000,0.8750000,0.8750000,-0.2033867
0.8800000,0.8800000,0.8800000,-0.1962822
0.8850000,0.8850000,0.8850000,-0.1894670
0.8900000,0.8900000,0.8900000,-0.1829276
0.8950000,0.8950000,0.8950000,-0.1766512
0.9000000,0.9000000,0.9000000,-0.1706259
0.9050000,0.9050000,0.9050000,-0.1648401
0.9100000,0.9100000,0.9100000,-0.1592829
0.9150000,0.9150000,0.9150000,-0.1539441
0.9200000,0.9200000,0.9200000,-0.1488139
0.9250000,0.9250000,0.9250000,-0.1438829
0.9300000,0.9300000,0.9300000,-0.1391424
0.9350000,0.9350000,0.9350000,-0.1345838
0.9400000,0.9400000,0.9400000,-0.1301994
0.9450000,0.9450000,0.9450000,-0.1259814
0.9500000,0.9500000,0.9500000,-0.1219226
0.9550000,0.9550000,0.9550000,-0.1180163
0.9600000,0.9600000,0.9600000,-0.1142558
0.9650000,0.9650000,0.9650000,-0.1106350
0.9700000,0.9700000,0.9700000,-0.1071478
0.9750000,0.9750000,0.9750000,-0.1037888
0.9800000,0.9800000,0.9800000,-0.1005525
0.9850000,0.9850000,0.9850000,-0.0974338
0.9900000,0.9900000,0.9900000,-0.0944278
0.9950000,0.9950000,0.9950000,-0.0915299
