# r[nm],d[nm],daligned[nm],Ucarbring(d)[kj/mol]
0.0000000,0.0000000,0.0000000,100000000000000000000.0000000
0.0050000,0.0050000,0.0050000,100000000000000000000.0000000
0.0100000,0.0100000,0.0100000,13415380971677259776.0000000
0.0150000,0.0150000,0.0150000,122830621457915712.0000000
0.0200000,0.0200000,0.0200000,4244697928368407.0000000
0.0250000,0.0250000,0.0250000,307426692233224.6875000
0.0300000,0.0300000,0.0300000,35713455758556.7109375
0.0350000,0.0350000,0.0350000,5759716367311.1699219
0.0400000,0.0400000,0.0400000,1182253692110.2829590
0.0450000,0.0450000,0.0450000,291931478883.1246338
0.0500000,0.0500000,0.0500000,83433911322.9184265
0.0550000,0.0550000,0.0550000,26851935579.9165878
0.0600000,0.0600000,0.0600000,9542971671.8299961
0.0650000,0.0650000,0.0650000,3686532739.0293283
0.0700000,0.0700000,0.0700000,1526919817.7279375
0.0750000,0.0750000,0.0750000,673750620.7871147
0.0800000,0.0800000,0.0800000,314506207.3179919
0.0850000,0.0850000,0.0850000,152907951.3562820
0.0900000,0.0900000,0.0900000,77638897.1389933
0.0950000,0.0950000,0.0950000,40897811.2588992
0.1000000,0.1000000,0.1000000,22299004.0605905
0.1050000,0.1050000,0.1050000,12569813.2618388
0.1100000,0.1100000,0.1100000,7312437.6442951
0.1150000,0.1150000,0.1150000,4384363.0930385
0.1200000,0.1200000,0.1200000,2706567.4806201
0.1250000,0.1250000,0.1250000,1718873.1451634
0.1300000,0.1300000,0.1300000,1122204.7795320
0.1350000,0.1350000,0.1350000,752673.9329170
0.1400000,0.1400000,0.1400000,518246.3153368
0.1450000,0.1450000,0.1450000,366022.5762082
0.1500000,0.1500000,0.1500000,264912.1508793
0.1550000,0.1550000,0.1550000,196245.8209644
0.1600000,0.1600000,0.1600000,148579.4429765
0.1650000,0.1650000,0.1650000,114758.7112099
0.1700000,0.1700000,0.1700000,90228.3654815
0.1750000,0.1750000,0.1750000,72039.2432563
0.1800000,0.1800000,0.1800000,58253.6600499
0.1850000,0.1850000,0.1850000,47582.1374373
0.1900000,0.1900000,0.1900000,39156.9106259
0.1950000,0.1950000,0.1950000,32387.8658812
0.2000000,0.2000000,0.2000000,26869.2122505
0.2050000,0.2050000,0.2050000,22318.1029294
0.2100000,0.2100000,0.2100000,18533.8540759
0.2150000,0.2150000,0.2150000,15370.7319352
0.2200000,0.2200000,0.2200000,12719.8286724
0.2250000,0.2250000,0.2250000,10497.0833111
0.2300000,0.2300000,0.2300000,8635.4593422
0.2350000,0.2350000,0.2350000,7079.9093253
0.2400000,0.2400000,0.2400000,5784.1754644
0.2450000,0.2450000,0.2450000,4708.7688820
0.2500000,0.2500000,0.2500000,3819.6808484
0.2550000,0.2550000,0.2550000,3087.5306446
0.2600000,0.2600000,0.2600000,2486.9622632
0.2650000,0.2650000,0.2650000,1996.1765124
0.2700000,0.2700000,0.2700000,1608.4207270
0.2750000,0.2750000,0.2750000,1284.0866998
0.2800000,0.2800000,0.2800000,1021.6948539
0.2850000,0.2850000,0.2850000,810.0379869
0.2900000,0.2900000,0.2900000,639.7772476
0.2950000,0.2950000,0.2950000,503.1756260
0.3000000,0.3000000,0.3000000,393.8569777
0.3050000,0.3050000,0.3050000,306.5915499
0.3100000,0.3100000,0.3100000,237.1078970
0.3150000,0.3150000,0.3150000,181.9299617
0.3200000,0.3200000,0.3200000,138.2368587
0.3250000,0.3250000,0.3250000,103.7425306
0.3300000,0.3300000,0.3300000,76.5951352
0.3350000,0.3350000,0.3350000,55.2984387
0.3400000,0.3400000,0.3400000,38.6527762
0.3450000,0.3450000,0.3450000,25.7058618
0.3500000,0.3500000,0.3500000,15.7053901
0.3550000,0.3550000,0.3550000,8.0538861
0.3600000,0.3600000,0.3600000,2.2701724
0.3650000,0.3650000,0.3650000,-2.0398510
0.3700000,0.3700000,0.3700000,-5.2027073
0.3750000,0.3750000,0.3750000,-7.4895258
0.3800000,0.3800000,0.3800000,-9.1253872
0.3850000,0.3850000,0.3850000,-10.2970701
0.3900000,0.3900000,0.3900000,-11.1540049
0.3950000,0.3950000,0.3950000,-11.8005001
0.4000000,0.4000000,0.4000000,-12.2924873
0.4050000,0.4050000,0.4050000,-12.6514294
0.4100000,0.4100000,0.4100000,-12.8857325
0.4150000,0.4150000,0.4150000,-13.0038481
0.4200000,0.4200000,0.4200000,-13.0173218
0.4250000,0.4250000,0.4250000,-12.9398195
0.4300000,0.4300000,0.4300000,-12.7859347
0.4350000,0.4350000,0.4350000,-12.5705405
