# r[nm],d[nm],daligned[nm],Ucline(d)[kj/mol]
0.0000000,0.0000000,0.0000000,20740007913341591552.0000000
0.0050000,0.0050000,0.0050000,187731075672467072.0000000
0.0100000,0.0100000,0.0100000,6411129680418370.0000000
0.0150000,0.0150000,0.0150000,460104218406016.7500000
0.0200000,0.0200000,0.0200000,53078544940854.2265625
0.0250000,0.0250000,0.0250000,8514082048732.8857422
0.0300000,0.0300000,0.0300000,1740130305277.1828613
0.0350000,0.0350000,0.0350000,428195331788.6990967
0.0400000,0.0400000,0.0400000,122028705132.8491211
0.0450000,0.0450000,0.0450000,39178551213.7746048
0.0500000,0.0500000,0.0500000,13891131144.2945938
0.0550000,0.0550000,0.0550000,5364606626.9283714
0.0600000,0.0600000,0.0600000,2240160503.1344495
0.0650000,0.0650000,0.0650000,1013163004.3941830
0.0700000,0.0700000,0.0700000,481356494.6470236
0.0750000,0.0750000,0.0750000,236119485.8232750
0.0800000,0.0800000,0.0800000,122260410.5065057
0.0850000,0.0850000,0.0850000,66739902.6943639
0.0900000,0.0900000,0.0900000,38098389.8378261
0.0950000,0.0950000,0.0950000,22922749.2303491
0.1000000,0.1000000,0.1000000,14520845.7096406
0.1050000,0.1050000,0.1050000,9105067.1168754
0.1100000,0.1100000,0.1100000,5610936.7474282
0.1150000,0.1150000,0.1150000,3566179.3929887
0.1200000,0.1200000,0.1200000,2334866.1135452
0.1250000,0.1250000,0.1250000,1555336.4831443
0.1300000,0.1300000,0.1300000,1019968.0582919
0.1350000,0.1350000,0.1350000,682973.8774597
0.1400000,0.1400000,0.1400000,466460.1886621
0.1450000,0.1450000,0.1450000,321399.3247415
0.1500000,0.1500000,0.1500000,224157.9552003
0.1550000,0.1550000,0.1550000,158684.2215477
0.1600000,0.1600000,0.1600000,111113.0967038
0.1650000,0.1650000,0.1650000,78753.6088379
0.1700000,0.1700000,0.1700000,56451.3957379
0.1750000,0.1750000,0.1750000,40890.3390300
0.1800000,0.1800000,0.1800000,29830.3312804
0.1850000,0.1850000,0.1850000,21862.0537568
0.1900000,0.1900000,0.1900000,16158.3618830
0.1950000,0.1950000,0.1950000,12036.1132853
0.2000000,0.2000000,0.2000000,9029.7435579
0.2050000,0.2050000,0.2050000,6818.5150903
0.2100000,0.2100000,0.2100000,5179.1739616
0.2150000,0.2150000,0.2150000,3942.2208220
0.2200000,0.2200000,0.2200000,3009.0438669
0.2250000,0.2250000,0.2250000,2306.3493464
0.2300000,0.2300000,0.2300000,1789.3096776
0.2350000,0.2350000,0.2350000,1383.8679217
0.2400000,0.2400000,0.2400000,1073.4860987
0.2450000,0.2450000,0.2450000,834.7776086
0.2500000,0.2500000,0.2500000,650.4182675
0.2550000,0.2550000,0.2550000,507.4776020
